std_no,department_no,department_code,class_department_code,class_code,class_name,period
16033053,033,ISL,SBU,SBU2211,Kamu Yönetimine Giriş,GÜZ DÖNEMİ
16031037,031,IKT,SBU,SBU2551,Ortadoğuda Toplumsal Ve Siyasal Konular,GÜZ DÖNEMİ
16031610,031,IKT,SBU,SBU2551,Ortadoğuda Toplumsal Ve Siyasal Konular,GÜZ DÖNEMİ
17031008,031,IKT,SBU,SBU2551,Ortadoğuda Toplumsal Ve Siyasal Konular,GÜZ DÖNEMİ
17031070,031,IKT,SBU,SBU2551,Ortadoğuda Toplumsal Ve Siyasal Konular,GÜZ DÖNEMİ
18031002,031,IKT,SBU,SBU2551,Ortadoğuda Toplumsal Ve Siyasal Konular,GÜZ DÖNEMİ
18031020,031,IKT,SBU,SBU2551,Ortadoğuda Toplumsal Ve Siyasal Konular,GÜZ DÖNEMİ
18031608,031,IKT,SBU,SBU2551,Ortadoğuda Toplumsal Ve Siyasal Konular,GÜZ DÖNEMİ
17031045,031,IKT,SBU,SBU2652,Amerikan Dış Politikası,GÜZ DÖNEMİ
18031002,031,IKT,SBU,SBU2652,Amerikan Dış Politikası,GÜZ DÖNEMİ
17031605,031,IKT,SBU,SBU2711,Çağdaş Siyasi Kültür,GÜZ DÖNEMİ
18031042,031,IKT,SBU,SBU2711,Çağdaş Siyasi Kültür,GÜZ DÖNEMİ
11033061,033,ISL,SBU,SBU3101,Uluslararası İlişkiler 1,GÜZ DÖNEMİ
17033032,033,ISL,SBU,SBU3101,Uluslararası İlişkiler 1,GÜZ DÖNEMİ
19031041,031,IKT,SBU,SBU3111,Türkiye Siyaseti 1,GÜZ DÖNEMİ
17031605,031,IKT,SBU,SBU3122,Medya Ve Politika,GÜZ DÖNEMİ
18031048,031,IKT,SBU,SBU3122,Medya Ve Politika,GÜZ DÖNEMİ
18031081,031,IKT,SBU,SBU3122,Medya Ve Politika,GÜZ DÖNEMİ
18031088,031,IKT,SBU,SBU3122,Medya Ve Politika,GÜZ DÖNEMİ
18031109,031,IKT,SBU,SBU3122,Medya Ve Politika,GÜZ DÖNEMİ
20031025,031,IKT,SBU,SBU3122,Medya Ve Politika,GÜZ DÖNEMİ
16031088,031,IKT,SBU,SBU4572,"Devlet, Toplum Ve Kalkınma Kuramları",GÜZ DÖNEMİ
17031010,031,IKT,SBU,SBU4611,Balkanlarda Uluslaşma Hareketleri Ve Türkiye,GÜZ DÖNEMİ
20031607,031,IKT,SBU,SBU4611,Balkanlarda Uluslaşma Hareketleri Ve Türkiye,GÜZ DÖNEMİ
16097015,097,SBO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
16097017,097,SBO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
17097019,097,SBO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
17097027,097,SBO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
18091039,091,BTO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
18093024,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
18093029,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
18097605,097,SBO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19093006,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19093007,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19093010,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19093036,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19093046,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19093047,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19093055,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19094006,094,PDR,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19095003,095,FBO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19095060,095,FBO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096006,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096025,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096047,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096048,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096061,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096062,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
20093601,093,ING,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
20094604,094,PDR,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
16091039,091,BTO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
18091030,091,BTO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
18091051,091,BTO,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096003,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096007,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096013,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096018,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096030,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096038,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096040,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096045,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096049,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096052,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096059,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19096060,096,SNF,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
19099612,099,OKL,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
20094618,094,PDR,SNF,SNF2050,Sanat Ve Estetik,GÜZ DÖNEMİ
18093009,093,ING,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18093037,093,ING,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18093051,093,ING,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096041,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096057,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18097053,097,SBO,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19093013,093,ING,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19093030,093,ING,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19093038,093,ING,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19095004,095,FBO,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19095037,095,FBO,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096022,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096027,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096044,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096063,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096607,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19097002,097,SBO,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19099031,099,OKL,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096001,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096005,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096019,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096020,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096023,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096034,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096035,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096040,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096045,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096050,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096053,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096059,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
18096063,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19095029,095,FBO,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096006,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096023,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096025,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096047,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096053,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096054,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096062,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096604,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096608,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19097017,097,SBO,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19097026,097,SBO,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
20096604,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
20096605,096,SNF,SNF,SNF2080,Türk Halk Oyunları,GÜZ DÖNEMİ
19096006,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096010,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096011,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096017,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096022,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096024,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096025,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096027,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096032,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096034,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096035,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096038,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096041,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096042,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096045,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096047,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096048,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096059,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096060,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096061,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096062,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
19096063,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
20096601,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
20096607,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
20096608,096,SNF,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
20097605,097,SBO,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
20099044,099,OKL,SNF,SNF2090,Türk Musikisi,GÜZ DÖNEMİ
13087801,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
16085003,085,ILT,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
16087038,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
16087602,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
17087028,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
17087036,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
17087038,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
17087604,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087002,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087004,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087005,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087006,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087009,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087010,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087017,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087019,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087023,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087025,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087026,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087030,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087035,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087037,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087045,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087047,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087052,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087053,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087054,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087056,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087057,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087063,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087604,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
18087607,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087004,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087009,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087010,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087018,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087019,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087022,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087025,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087026,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087039,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087040,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087041,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087046,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087054,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087060,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087601,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19087608,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
20087601,087,SYP,SYP,SYP3241,Halkla İlişkiler,GÜZ DÖNEMİ
19094063,094,PDR,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19097011,097,SBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19097024,097,SBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19097030,097,SBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19097033,097,SBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19097035,097,SBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099005,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099006,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099012,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099014,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099032,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099037,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099038,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099040,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099042,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099049,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099052,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099060,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099615,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20093604,093,ING,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20094604,094,PDR,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20095006,095,FBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20095602,095,FBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20095603,095,FBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096009,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096019,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096024,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096042,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096044,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096049,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096051,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096052,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096058,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20096609,096,SNF,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20099701,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
17093037,093,ING,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
18093019,093,ING,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
18093021,093,ING,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
18093027,093,ING,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19093602,093,ING,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099004,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099011,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099016,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099023,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099029,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099055,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099058,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
19099901,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20093028,093,ING,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20097611,097,SBO,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20099602,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
20099604,099,OKL,BTO,BTO2910,Medya Okuryazarlığı,BAHAR DÖNEMİ
17051606,051,KMM,ELM,ELM2082,Enerji Üretimi,BAHAR DÖNEMİ
18051032,051,KMM,ELM,ELM2082,Enerji Üretimi,BAHAR DÖNEMİ
18051014,051,KMM,ELM,ELM2082,Enerji Üretimi,BAHAR DÖNEMİ
19051052,051,KMM,ELM,ELM2082,Enerji Üretimi,BAHAR DÖNEMİ
19051906,051,KMM,ELM,ELM2082,Enerji Üretimi,BAHAR DÖNEMİ
17095007,095,FBO,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
17095051,095,FBO,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
18093054,093,ING,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
18095011,095,FBO,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
18095016,095,FBO,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
18095034,095,FBO,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
18095601,095,FBO,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
18097606,097,SBO,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
19093031,093,ING,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
19093056,093,ING,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
19097617,097,SBO,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
20093601,093,ING,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
22099703,099,OKL,FBO,FBO2010,Bilim Tarihi Ve Felsefesi,BAHAR DÖNEMİ
17033053,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
18033034,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
18033039,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
18033042,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
18033053,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
18033056,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
18033065,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
18033066,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033004,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033011,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033014,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033019,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033021,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033022,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033025,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033027,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033028,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033032,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033034,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033037,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033040,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033042,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033049,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033056,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033059,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033060,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033065,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033071,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033074,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033076,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033081,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
19033902,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033002,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033015,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033043,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033059,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033075,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033076,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033084,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033605,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
20033609,033,ISL,FVP,FVP4702,İletişim Ve Tanıtım,BAHAR DÖNEMİ
